/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_12_317.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_12_317.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_12_317.jpg,0,0,0,1.863401E-05
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_12_379.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_12_379.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_12_379.jpg,0,0,0,1.277664E-05
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_12_460.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_12_460.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_12_460.jpg,0,0,0,1.819621E-05
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_12_541.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_12_541.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_12_541.jpg,0,0,0,1.982244E-05
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_12_619.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_12_619.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_12_619.jpg,0,0,0,5.919606E-06
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_12_700.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_12_700.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_12_700.jpg,0,0,0,1.20584E-05
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_12_780.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_12_780.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_12_780.jpg,0,0,0,5.631753E-06
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_12_860.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_12_860.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_12_860.jpg,0,0,0,2.381219E-05
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_12_940.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_12_940.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_12_940.jpg,0,0,0,2.711039E-05
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_019.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_019.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_019.jpg,0,0,0,9.380754E-06
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_099.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_099.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_099.jpg,0,0,0,4.497236E-06
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_191.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_191.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_191.jpg,0,0.1217877,0,0.1155391
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_275.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_275.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_275.jpg,-0.05,0.375024,0,0.2957143
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_358.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_358.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_358.jpg,-0.25,0.6219689,0,0.7269889
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_441.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_441.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_441.jpg,-0.45,0.8719679,0,1.48484
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_513.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_513.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_513.jpg,-0.6500001,1,0,2.384476
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_597.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_597.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_597.jpg,0,1,0,3.262919
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_682.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_682.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_682.jpg,0,1,0,4.436323
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_765.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_765.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_765.jpg,-0.1,1,0,5.364772
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_849.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_849.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_849.jpg,0,1,0,6.275199
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_13_931.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_13_931.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_13_931.jpg,0,1,0,7.189057
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_14_014.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_14_014.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_14_014.jpg,-0.15,1,0,8.093476
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_14_096.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_14_096.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_14_096.jpg,-0.35,1,0,8.967994
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_14_178.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_14_178.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_14_178.jpg,0,1,0,9.851016
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_14_261.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_14_261.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_14_261.jpg,0,1,0,10.95876
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_14_343.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_14_343.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_14_343.jpg,-0.15,1,0,11.67012
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_14_436.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_14_436.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_14_436.jpg,-0.35,1,0,12.59022
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_14_507.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_14_507.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_14_507.jpg,-0.5500001,1,0,13.23978
/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/center_2022_09_18_14_51_14_591.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/left_2022_09_18_14_51_14_591.jpg,/Users/harsh-singh/Desktop/Udemy lessons/Data/IMG/right_2022_09_18_14_51_14_591.jpg,0,1,0,14.29362
